RAINCOOP,1626,76,1,28,PUNTA CARRETAS,177,DIQUE NACIONAL
CUTCSA,2993,180,1,1,PLAZA ESPA├æA,65,JAIME ROLD├ôS Y PONS Y LONDRES
CUTCSA,2791,62,0,24,POCITOS,23,CIUDAD VIEJA
CUTCSA,2178,140,1,23,CIUDAD VIEJA,42,PORTONES
CUTCSA,3406,148,0,50,AVIACI├ôN CIVIL,11,ADUANA
CUTCSA,3391,174,1,28,PUNTA CARRETAS,50,AVIACI├ôN CIVIL (POR SAINT BOIS)
CUTCSA,1575,L35,0,41,PUNTA ESPINILLO,37,PASO DE LA ARENA
CUTCSA,1522,64,0,12,PUENTE CARRASCO,7,PLAZA INDEPENDENCIA (POR AV ITALIA)
UCOT,1760,306,0,31,CASAB├ô,16,PARQUE ROOSEVELT
CUTCSA,796,137,1,11,ADUANA,37,PASO DE LA ARENA
UCOT,3123,306,1,190,CRIOLLA PARQUE ROOSEVELT,31,CASAB├ô
CUTCSA,2075,L17,0,177,DIQUE NACIONAL,32,TERMINAL DEL CERRO
CUTCSA,770,133,1,23,CIUDAD VIEJA,40,PLAYA LA COLORADA
CUTCSA,571,111,0,19,PLAYA MALV├ìN,7,PLAZA INDEPENDENCIA
CUTCSA,2922,103,0,14,CNO MALDONADO KM 21,23,CIUDAD VIEJA
CUTCSA,2660,L94,1,37,PASO DE LA ARENA,34,RUTA 1 KM 26
RAINCOOP,3355,2,1,42,PORTONES,50,AVIACI├ôN CIVIL
CUTCSA,3350,G11,0,143,CNO MELILLA,181,TERMINAL COL├ôN
CUTCSA,395,105,0,16,PARQUE ROOSEVELT,7,PLAZA INDEPENDENCIA
CUTCSA,1591,17,1,28,PUNTA CARRETAS,31,CASAB├ô
CUTCSA,1581,L5,1,37,PASO DE LA ARENA,150,LUIS BATLLE BERRES Y CNO GORI
COETC,3658,L7,1,32,TERMINAL DEL CERRO,49,HOSPITAL SAINT BOIS (POR COTRAVI)
COME,205,538,0,70,BUCEO,11,ADUANA
COETC,2941,L19,0,39,PAJAS BLANCAS,37,PASO DE LA ARENA
CUTCSA,3365,174,1,28,PUNTA CARRETAS,50,AVIACI├ôN CIVIL (POR LEZICA)
CUTCSA,3359,147,1,11,ADUANA,46,COMPLEJO AM├ëRICA
CUTCSA,2209,62,1,1,PLAZA ESPA├æA,24,POCITOS
CUTCSA,2611,L15,1,32,TERMINAL DEL CERRO,39,PAJAS BLANCAS (POR ESCUELA MONTERROSA)
CUTCSA,3375,G8,1,181,TERMINAL COL├ôN,64,HIP├ôDROMO DE LAS PIEDRAS (POR ESCUELAS 154 Y 224)
COETC,3402,G,0,38,LA PAZ,42,PORTONES
CUTCSA,1510,64,0,42,PORTONES,7,PLAZA INDEPENDENCIA (POR MALV├ìN)
CUTCSA,2397,187,0,69,PALACIO DE LA LUZ,7,PLAZA INDEPENDENCIA
COETC,3354,L29,0,46,COMPLEJO AM├ëRICA,67,PASO MOLINO
CUTCSA,3345,G8,1,181,TERMINAL COL├ôN,64,HIP├ôDROMO DE LAS PIEDRAS
CUTCSA,2398,121,0,28,PUNTA CARRETAS,7,PLAZA INDEPENDENCIA
COETC,24,405,1,56,PARQUE ROD├ô,74,PE├æAROL
CUTCSA,469,109,0,16,PARQUE ROOSEVELT,7,PLAZA INDEPENDENCIA
CUTCSA,2984,133,0,39,PAJAS BLANCAS,11,ADUANA
COETC,170,L14,0,37,PASO DE LA ARENA,67,PASO MOLINO
UCOT,3022,306,1,16,PARQUE ROOSEVELT,31,CASAB├ô (POR HIP├ôDROMO)
COETC,37,405,0,74,PE├æAROL,56,PARQUE ROD├ô
CUTCSA,2311,116,0,24,POCITOS,1,PLAZA ESPA├æA
CUTCSA,1135,164,1,22,CIUDADELA,59,LUIS A DE HERRERA Y MONTE CASEROS
CUTCSA,2092,126,1,23,CIUDAD VIEJA,31,CASAB├ô
CUTCSA,635,117,1,7,PLAZA INDEPENDENCIA,28,PUNTA CARRETAS
CUTCSA,1407,192,1,56,PARQUE ROD├ô,52,MANGA
COME,3015,538,1,22,CIUDADELA,189,CEMENTERIO DEL BUCEO
CUTCSA,3363,151,1,42,PORTONES,54,VERDISOL
CUTCSA,266,102,0,5,GRUTA DE LOURDES,7,PLAZA INDEPENDENCIA
CUTCSA,3297,106,0,4,CURVA DE MARO├æAS,11,ADUANA
CUTCSA,2312,116,1,1,PLAZA ESPA├æA,24,POCITOS
UCOT,3021,306,0,31,CASAB├ô,16,PARQUE ROOSEVELT (POR HIP├ôDROMO)
COETC,83,427,1,42,PORTONES,75,LOS BULEVARES
CUTCSA,2612,L15,0,39,PAJAS BLANCAS,32,TERMINAL DEL CERRO (POR ESCUELA MONTERROSA)
CUTCSA,2779,117,1,23,CIUDAD VIEJA,28,PUNTA CARRETAS
CUTCSA,2661,L94,0,34,RUTA 1 KM 26,37,PASO DE LA ARENA
CUTCSA,2673,127,0,34,RUTA 1 KM 26,11,ADUANA (POR COMPEN)
CUTCSA,869,142,0,20,PUNTA GORDA,11,ADUANA
CUTCSA,3082,195,0,30,PLAYA DEL CERRO,190,CRIOLLA PARQUE ROOSEVELT
RAINCOOP,1641,77,1,7,PLAZA INDEPENDENCIA,20,PUNTA GORDA
CUTCSA,2778,117,0,28,PUNTA CARRETAS,23,CIUDAD VIEJA
CUTCSA,7452,133,0,40,PLAYA LA COLORADA,11,ADUANA (POR PAJAS BLANCAS)
CUTCSA,280,102,0,5,GRUTA DE LOURDES,11,ADUANA
UCOT,3087,306,0,31,CASAB├ô,12,PUENTE CARRASCO
CUTCSA,3409,148,1,11,ADUANA,48,FAUQUET
CUTCSA,7451,133,1,23,CIUDAD VIEJA,40,PLAYA LA COLORADA (POR PAJAS BLANCAS)
CUTCSA,873,142,1,1,PLAZA ESPA├æA,20,PUNTA GORDA
CUTCSA,1259,175,0,63,PUENTE LAS PIEDRAS,22,CIUDADELA
CUTCSA,2071,L9,1,31,CASAB├ô,32,TERMINAL DEL CERRO
CUTCSA,3080,142,0,190,CRIOLLA PARQUE ROOSEVELT,1,PLAZA ESPA├æA
CUTCSA,709,127,1,22,CIUDADELA,33,DELTA DEL TIGRE (POR COMPEN)
RAINCOOP,2789,77,1,11,ADUANA,20,PUNTA GORDA
CUTCSA,1768,L41,1,43,8 DE OCTUBRE Y COMERCIO,21,LUIS BRAILLE
CUTCSA,1787,64,1,7,PLAZA INDEPENDENCIA,42,PORTONES (POR MALV├ìN)
CUTCSA,3226,144,0,45,CEMENTERIO DEL NORTE,1,PLAZA ESPA├æA
CUTCSA,2656,L27,1,37,PASO DE LA ARENA,34,RUTA 1 KM 26
COETC,14,404,1,69,PALACIO DE LA LUZ,47,COMPLEJO JUANA DE AM├ëRICA
CUTCSA,237,100,1,1,PLAZA ESPA├æA,3,VILLA FARR├ë
CUTCSA,3351,L24,1,82,BELVEDERE,175,FACULTAD DE AGRONOM├ìA
CUTCSA,1769,L41,0,21,LUIS BRAILLE,43,8 DE OCTUBRE Y COMERCIO
CUTCSA,824,140,0,42,PORTONES,7,PLAZA INDEPENDENCIA
CUTCSA,2675,127,0,34,RUTA 1 KM 26,22,CIUDADELA (POR COMPEN)
RAINCOOP,2790,77,0,20,PUNTA GORDA,11,ADUANA
CUTCSA,2994,180,0,65,JAIME ROLD├ôS Y PONS Y LONDRES,1,PLAZA ESPA├æA
CUTCSA,3033,CA1,0,95,TRES CRUCES,23,CIUDAD VIEJA
COETC,3649,G,0,38,LA PAZ,22,CIUDADELA
CUTCSA,452,106,1,1,PLAZA ESPA├æA,17,CNO TENIENTE RINALDI Y RAFAEL
UCOT,7368,329,1,28,PUNTA CARRETAS,48,FAUQUET
CUTCSA,3060,104,1,7,PLAZA INDEPENDENCIA,44,RAMBLA COSTANERA
COETC,58,409,0,50,AVIACI├ôN CIVIL,1,PLAZA ESPA├æA
CUTCSA,1301,183,1,24,POCITOS,66,ESCUELA MAR├ìTIMA
CUTCSA,2671,127,0,34,RUTA 1 KM 26,22,CIUDADELA
UCOT,2026,396,0,57,MENDOZA E INSTRUCCIONES,23,CIUDAD VIEJA
COME,223,D11,1,23,CIUDAD VIEJA,16,PARQUE ROOSEVELT
CUTCSA,1567,L22,1,5,GRUTA DE LOURDES,13,CNO MALDONADO KM 16
CUTCSA,2214,109,0,16,PARQUE ROOSEVELT,1,PLAZA ESPA├æA
CUTCSA,227,100,1,1,PLAZA ESPA├æA,2,APARICIO SARAVIA Y LEONARDO DA VINCI
CUTCSA,882,143,0,43,8 DE OCTUBRE Y COMERCIO,22,CIUDADELA
UCOT,2066,300,0,71,INSTRUCCIONES Y JOS├ë BELLONI,72,CEMENTERIO CENTRAL (POR HIP├ôDROMO)
RAINCOOP,2917,79,1,22,CIUDADELA,94,VILLA ESPA├æOLA
CUTCSA,3048,133,1,23,CIUDAD VIEJA,40,PLAYA LA COLORADA (POR PAJAS BLANCAS)
COETC,3124,409,1,1,PLAZA ESPA├æA,49,HOSPITAL SAINT BOIS
RAINCOOP,1623,71,0,57,MENDOZA E INSTRUCCIONES,24,POCITOS
CUTCSA,7453,133,1,11,ADUANA,40,PLAYA LA COLORADA (POR PAJAS BLANCAS)
CUTCSA,3394,174,0,46,COMPLEJO AM├ëRICA,28,PUNTA CARRETAS
COME,219,582,1,28,PUNTA CARRETAS,74,PE├æAROL
COETC,7331,L29,1,67,PASO MOLINO,46,COMPLEJO AM├ëRICA
CUTCSA,634,117,0,28,PUNTA CARRETAS,7,PLAZA INDEPENDENCIA
COETC,2652,494,1,70,BUCEO,34,RUTA 1 KM 26
CUTCSA,630,116,1,23,CIUDAD VIEJA,24,POCITOS
CUTCSA,1594,17,0,31,CASAB├ô,28,PUNTA CARRETAS
CUTCSA,1569,L22,0,13,CNO MALDONADO KM 16,5,GRUTA DE LOURDES
CUTCSA,3062,104,1,11,ADUANA,44,RAMBLA COSTANERA
UCOT,1744,370,1,42,PORTONES,177,DIQUE NACIONAL
CUTCSA,3653,148,1,23,CIUDAD VIEJA,50,AVIACI├ôN CIVIL
CUTCSA,1049,156,0,6,HIP├ôDROMO,11,ADUANA
CUTCSA,1995,199,0,45,CEMENTERIO DEL NORTE,28,PUNTA CARRETAS (POR HIP├ôDROMO)
CUTCSA,3259,L30,1,55,PUNTA DE RIELES,73,ESCUELA DE ARMAS Y SERVICIOS
UCOT,1737,370,0,177,DIQUE NACIONAL,42,PORTONES
CUTCSA,1138,164,0,59,LUIS A DE HERRERA Y MONTE CASEROS,22,CIUDADELA
COETC,1464,4,0,55,PUNTA DE RIELES,7,PLAZA INDEPENDENCIA
CUTCSA,1337,185,1,24,POCITOS,31,CASAB├ô
UCOT,3399,329,1,28,PUNTA CARRETAS,49,HOSPITAL SAINT BOIS
COME,2090,538,1,22,CIUDADELA,70,BUCEO
CUTCSA,829,140,1,1,PLAZA ESPA├æA,15,HOTEL CARRASCO
CUTCSA,2386,L63,0,37,PASO DE LA ARENA,32,TERMINAL DEL CERRO
COME,2425,522,1,24,POCITOS,79,SAYAGO
CUTCSA,1069,157,0,37,PASO DE LA ARENA,56,PARQUE ROD├ô
COETC,3644,L29,1,67,PASO MOLINO,96,LA CARBONERA
CUTCSA,1529,D1,1,23,CIUDAD VIEJA,9,CARRASCO
COME,2048,505,1,22,CIUDADELA,77,ANDALUZ
CUTCSA,1583,L6,1,32,TERMINAL DEL CERRO,37,PASO DE LA ARENA
CUTCSA,370,104,0,16,PARQUE ROOSEVELT,7,PLAZA INDEPENDENCIA
CUTCSA,3360,147,0,46,COMPLEJO AM├ëRICA,11,ADUANA
CUTCSA,833,141,1,7,PLAZA INDEPENDENCIA,43,8 DE OCTUBRE Y COMERCIO
CUTCSA,863,142,1,1,PLAZA ESPA├æA,44,RAMBLA COSTANERA
CUTCSA,3637,148,1,22,CIUDADELA,48,FAUQUET
CUTCSA,685,126,1,23,CIUDAD VIEJA,32,TERMINAL DEL CERRO
CUTCSA,2845,169,1,11,ADUANA,61,TOLEDO CHICO
COETC,3338,G,0,38,LA PAZ,23,CIUDAD VIEJA
COETC,55,409,1,1,PLAZA ESPA├æA,50,AVIACI├ôN CIVIL
CUTCSA,343,103,0,8,LOS AROMOS,1,PLAZA ESPA├æA
CUTCSA,2180,140,0,42,PORTONES,23,CIUDAD VIEJA
COETC,2956,4,0,73,ESCUELA DE ARMAS Y SERVICIOS,1,PLAZA ESPA├æA
CUTCSA,1434,195,0,177,DIQUE NACIONAL,70,BUCEO
COETC,3125,409,0,49,HOSPITAL SAINT BOIS,1,PLAZA ESPA├æA
CUTCSA,2078,L18,1,32,TERMINAL DEL CERRO,30,PLAYA DEL CERRO
CUTCSA,340,103,1,1,PLAZA ESPA├æA,8,LOS AROMOS
CUTCSA,1092,158,1,23,CIUDAD VIEJA,5,GRUTA DE LOURDES
CUTCSA,2986,133,0,40,PLAYA LA COLORADA,11,ADUANA
CUTCSA,2399,121,1,7,PLAZA INDEPENDENCIA,28,PUNTA CARRETAS
COETC,7358,G1,0,38,LA PAZ,181,TERMINAL COL├ôN
COETC,86,427,0,75,LOS BULEVARES,42,PORTONES
CUTCSA,338,103,1,1,PLAZA ESPA├æA,10,CARLOMAGNO
COETC,7359,G1,1,181,TERMINAL COL├ôN,38,LA PAZ
UCOT,3263,396,0,57,MENDOZA E INSTRUCCIONES,22,CIUDADELA
CUTCSA,1054,156,1,22,CIUDADELA,6,HIP├ôDROMO
RAINCOOP,3395,2,1,42,PORTONES,49,HOSPITAL SAINT BOIS
COETC,2997,456,0,57,MENDOZA E INSTRUCCIONES,23,CIUDAD VIEJA
CUTCSA,3044,L15,0,40,PLAYA LA COLORADA,32,TERMINAL DEL CERRO
COETC,2996,456,1,23,CIUDAD VIEJA,57,MENDOZA E INSTRUCCIONES
CUTCSA,2670,127,1,22,CIUDADELA,34,RUTA 1 KM 26
CUTCSA,1347,185,0,31,CASAB├ô,24,POCITOS
CUTCSA,628,116,0,24,POCITOS,23,CIUDAD VIEJA
COME,2050,505,0,77,ANDALUZ,22,CIUDADELA
CUTCSA,2380,L12,1,78,PUNTAS DE SAYAGO,177,DIQUE NACIONAL
CUTCSA,3346,G8,0,64,HIP├ôDROMO DE LAS PIEDRAS,181,TERMINAL COL├ôN
CUTCSA,1563,L2,0,13,CNO MALDONADO KM 16,86,GRAL FLORES Y CORRALES
CUTCSA,2165,64,0,12,PUENTE CARRASCO,11,ADUANA (POR AV ITALIA)
COETC,137,495,1,70,BUCEO,39,PAJAS BLANCAS
CUTCSA,3352,L24,0,175,FACULTAD DE AGRONOM├ìA,82,BELVEDERE
UCOT,1756,D2,1,23,CIUDAD VIEJA,32,TERMINAL DEL CERRO
RAINCOOP,1621,71,1,24,POCITOS,57,MENDOZA E INSTRUCCIONES
UCOT,1758,L13,1,57,MENDOZA E INSTRUCCIONES,60,TOLEDO
COETC,7333,L29,1,67,PASO MOLINO,96,LA CARBONERA
COME,2102,524,0,80,TRES OMB├ÜES,22,CIUDADELA
RAINCOOP,1822,D10,1,23,CIUDAD VIEJA,16,PARQUE ROOSEVELT
CUTCSA,3410,148,0,48,FAUQUET,11,ADUANA (POR LEZICA)
CUTCSA,865,142,1,11,ADUANA,20,PUNTA GORDA
CUTCSA,3648,L3,1,67,PASO MOLINO,181,TERMINAL COL├ôN
CUTCSA,569,111,1,7,PLAZA INDEPENDENCIA,19,PLAYA MALV├ìN
CUTCSA,1418,192,0,52,MANGA,56,PARQUE ROD├ô
CUTCSA,702,127,0,33,DELTA DEL TIGRE,11,ADUANA (POR COMPEN)
UCOT,2065,300,1,72,CEMENTERIO CENTRAL,71,INSTRUCCIONES Y JOS├ë BELLONI (POR HIP├ôDROMO)
CUTCSA,3331,G4,1,181,TERMINAL COL├ôN,48,FAUQUET
CUTCSA,883,144,1,7,PLAZA INDEPENDENCIA,45,CEMENTERIO DEL NORTE
CUTCSA,782,135,1,22,CIUDADELA,41,PUNTA ESPINILLO
CUTCSA,2383,L37,1,32,TERMINAL DEL CERRO,37,PASO DE LA ARENA
COETC,121,494,1,70,BUCEO,33,DELTA DEL TIGRE
CUTCSA,1561,L2,1,86,GRAL FLORES Y CORRALES,13,CNO MALDONADO KM 16
CUTCSA,1402,191,0,28,PUNTA CARRETAS,22,CIUDADELA
CUTCSA,413,105,1,11,ADUANA,16,PARQUE ROOSEVELT
CUTCSA,620,115,0,21,LUIS BRAILLE,11,ADUANA
CUTCSA,2674,127,1,22,CIUDADELA,34,RUTA 1 KM 26 (POR COMPEN)
CUTCSA,1332,185,0,68,FRIGOR├ìFICO NACIONAL,24,POCITOS
COETC,2823,404,0,47,COMPLEJO JUANA DE AM├ëRICA,69,PALACIO DE LA LUZ
COETC,2653,494,0,34,RUTA 1 KM 26,70,BUCEO
UCOT,1762,316,1,25,POCITOS,13,CNO MALDONADO KM 16
CUTCSA,982,149,0,52,MANGA,24,POCITOS
CUTCSA,3075,110,1,190,CRIOLLA PARQUE ROOSEVELT,52,MANGA
RAINCOOP,3356,2,0,50,AVIACI├ôN CIVIL,42,PORTONES
CUTCSA,830,140,0,15,HOTEL CARRASCO,1,PLAZA ESPA├æA
COME,183,522,1,24,POCITOS,79,SAYAGO (POR CNO LECOCQ)
CUTCSA,591,112,1,1,PLAZA ESPA├æA,20,PUNTA GORDA
CUTCSA,1959,149,0,5,GRUTA DE LOURDES,24,POCITOS
CUTCSA,616,115,1,11,ADUANA,21,LUIS BRAILLE
CUTCSA,3076,110,0,52,MANGA,190,CRIOLLA PARQUE ROOSEVELT
RAINCOOP,2972,21,0,16,PARQUE ROOSEVELT,23,CIUDAD VIEJA (POR AV ITALIA)
CUTCSA,1107,161,1,23,CIUDAD VIEJA,151,BVAR BATLLE Y ORD├ô├æEZ Y JOS├ë PEDRO VARELA
CUTCSA,3372,D5,0,38,LA PAZ,23,CIUDAD VIEJA
COETC,2088,456,1,22,CIUDADELA,57,MENDOZA E INSTRUCCIONES
CUTCSA,3335,G6,1,181,TERMINAL COL├ôN,49,HOSPITAL SAINT BOIS
UCOT,2025,396,1,23,CIUDAD VIEJA,57,MENDOZA E INSTRUCCIONES
COME,184,522,0,79,SAYAGO,24,POCITOS (POR CNO LECOCQ)
CUTCSA,2317,158,1,22,CIUDADELA,5,GRUTA DE LOURDES
CUTCSA,688,126,0,32,TERMINAL DEL CERRO,23,CIUDAD VIEJA
COETC,129,494,0,33,DELTA DEL TIGRE,70,BUCEO
CUTCSA,1099,158,1,23,CIUDAD VIEJA,57,MENDOZA E INSTRUCCIONES
CUTCSA,3371,D5,1,23,CIUDAD VIEJA,38,LA PAZ
CUTCSA,1535,D3,1,23,CIUDAD VIEJA,76,BARRA DEL SANTA LUC├ìA
CUTCSA,811,137,0,37,PASO DE LA ARENA,11,ADUANA
CUTCSA,1483,60,0,42,PORTONES,7,PLAZA INDEPENDENCIA
CUTCSA,784,135,0,41,PUNTA ESPINILLO,22,CIUDADELA
CUTCSA,2086,109,1,1,PLAZA ESPA├æA,16,PARQUE ROOSEVELT
COETC,3303,494,0,33,DELTA DEL TIGRE,70,BUCEO (POR COMPEN)
CUTCSA,2081,L23,0,29,SANTA CATALINA,32,TERMINAL DEL CERRO
CUTCSA,1518,64,1,7,PLAZA INDEPENDENCIA,12,PUENTE CARRASCO (POR AV ITALIA)
CUTCSA,602,113,0,19,PLAYA MALV├ìN,1,PLAZA ESPA├æA
CUTCSA,647,124,1,23,CIUDAD VIEJA,29,SANTA CATALINA
CUTCSA,3645,G6,0,50,AVIACI├ôN CIVIL,181,TERMINAL COL├ôN
CUTCSA,1059,157,1,56,PARQUE ROD├ô,37,PASO DE LA ARENA
UCOT,3367,329,1,28,PUNTA CARRETAS,50,AVIACI├ôN CIVIL
CUTCSA,708,127,0,33,DELTA DEL TIGRE,22,CIUDADELA
CUTCSA,562,111,0,19,PLAYA MALV├ìN,11,ADUANA
CUTCSA,1248,175,1,22,CIUDADELA,63,PUENTE LAS PIEDRAS
CUTCSA,2163,64,0,42,PORTONES,11,ADUANA (POR MALV├ìN)
CUTCSA,2073,L15,1,32,TERMINAL DEL CERRO,39,PAJAS BLANCAS
CUTCSA,2998,195,1,189,CEMENTERIO DEL BUCEO,32,TERMINAL DEL CERRO
CUTCSA,3343,G3,1,74,PE├æAROL,181,TERMINAL COL├ôN
COETC,98,456,1,11,ADUANA,57,MENDOZA E INSTRUCCIONES
CUTCSA,2077,L18,0,30,PLAYA DEL CERRO,32,TERMINAL DEL CERRO
CUTCSA,339,103,0,10,CARLOMAGNO,1,PLAZA ESPA├æA
UCOT,1659,300,1,72,CEMENTERIO CENTRAL,71,INSTRUCCIONES Y JOS├ë BELLONI
COME,3020,538,0,189,CEMENTERIO DEL BUCEO,11,ADUANA
CUTCSA,852,142,1,11,ADUANA,44,RAMBLA COSTANERA
CUTCSA,1000,150,1,22,CIUDADELA,53,LA PILARICA
CUTCSA,3407,148,1,22,CIUDADELA,50,AVIACI├ôN CIVIL
COETC,2942,L19,1,37,PASO DE LA ARENA,39,PAJAS BLANCAS
CUTCSA,1096,158,0,5,GRUTA DE LOURDES,23,CIUDAD VIEJA
CUTCSA,968,149,1,24,POCITOS,52,MANGA
CUTCSA,1579,L4,1,32,TERMINAL DEL CERRO,89,CNO LA BOYADA Y CNO DE LAS TROPAS
CUTCSA,7342,195,0,177,DIQUE NACIONAL,70,BUCEO (POR HIP├ôDROMO)
COME,174,505,0,77,ANDALUZ,11,ADUANA
CUTCSA,356,104,0,16,PARQUE ROOSEVELT,11,ADUANA
CUTCSA,1428,195,1,70,BUCEO,177,DIQUE NACIONAL
RAINCOOP,1615,21,0,42,PORTONES,7,PLAZA INDEPENDENCIA (POR MALV├ìN NORTE)
CUTCSA,2401,169,0,61,TOLEDO CHICO,23,CIUDAD VIEJA
CUTCSA,1551,L1,0,39,PAJAS BLANCAS,37,PASO DE LA ARENA
CUTCSA,3332,G4,0,48,FAUQUET,181,TERMINAL COL├ôN
COETC,153,D9,0,83,BARRIO MONTERREY,23,CIUDAD VIEJA
CUTCSA,2964,103,0,10,CARLOMAGNO,11,ADUANA
CUTCSA,575,112,1,11,ADUANA,20,PUNTA GORDA
UCOT,3400,329,0,49,HOSPITAL SAINT BOIS,28,PUNTA CARRETAS
CUTCSA,1122,163,0,37,PASO DE LA ARENA,24,POCITOS
CUTCSA,2657,L27,0,34,RUTA 1 KM 26,37,PASO DE LA ARENA
CUTCSA,864,142,0,44,RAMBLA COSTANERA,1,PLAZA ESPA├æA
COETC,3650,G,1,22,CIUDADELA,38,LA PAZ
UCOT,3122,306,0,31,CASAB├ô,190,CRIOLLA PARQUE ROOSEVELT
